title	id	updated	published	summary	primary_category
"Reliable and Resilient AI and IoT-based Personalised Healthcare
  Services: A Survey"	http://arxiv.org/abs/2209.05457v1	2022-08-29T23:14:02Z	2022-08-29T23:14:02Z	  Recent technological and economic developments have transformed the healthcare sector towards more personalized and IoT-based healthcare services. These services are realized through control and monitoring applications that are typically developed using artificial intelligence/machine learning-based algorithms, which play a significant role in highlighting the efficiency of traditional healthcare systems. Current personalized healthcare services are dedicated to a specific environment to support technological personalization. However, they are unable to consider different interrelated health conditions, leading to inappropriate diagnoses and affecting sustainability and the long-term health of patients. To this end, current Healthcare 5.0 technology has evolved that supersede previous healthcare technologies. The goal of healthcare 5.0 is to achieve an autonomous healthcare service, that takes into account the interdependent effect of different health conditions of a patient. This paper conducts a comprehensive survey on personalized healthcare services. In particular, we first present an overview of key requirements of comprehensive personalized healthcare services in modern healthcare Internet of Things (HIoT), including the definition of personalization and an example use case scenario as a representative for modern HIoT. Second, we explored a fundamental three-layer architecture for IoT-based healthcare systems using AI and non-AI-based approaches, considering key requirements for CPHS followed by their strengths and weaknesses in the frame of personalized healthcare services. Third, we highlighted different security threats against each layer of IoT architecture along with the possible AI and non-AI-based solutions. Finally, we propose a methodology to develop reliable, resilient, and personalized healthcare services that address the identified weaknesses of existing approaches. 	
PGNAA Spectral Classification of Metal with Density Estimations	http://arxiv.org/abs/2208.13836v2	2023-02-05T11:05:12Z	2022-08-29T18:58:59Z	  For environmental, sustainable economic and political reasons, recycling processes are becoming increasingly important, aiming at a much higher use of secondary raw materials. Currently, for the copper and aluminium industries, no method for the non-destructive online analysis of heterogeneous materials are available. The Prompt Gamma Neutron Activation Analysis (PGNAA) has the potential to overcome this challenge. A difficulty when using PGNAA for online classification arises from the small amount of noisy data, due to short-term measurements. In this case, classical evaluation methods using detailed peak by peak analysis fail. Therefore, we propose to view spectral data as probability distributions. Then, we can classify material using maximum log-likelihood with respect to kernel density estimation and use discrete sampling to optimize hyperparameters. For measurements of pure aluminium alloys we achieve near perfect classification of aluminium alloys under 0.25 second. 	
"Efficient Vision-Language Pretraining with Visual Concepts and
  Hierarchical Alignment"	http://arxiv.org/abs/2208.13628v2	2022-10-05T11:35:46Z	2022-08-29T14:24:08Z	  Vision and Language Pretraining has become the prevalent approach for tackling multimodal downstream tasks. The current trend is to move towards ever larger models and pretraining datasets. This computational headlong rush does not seem reasonable in the long term to move toward sustainable solutions, and de facto excludes academic laboratories with limited resources. In this work, we propose a new framework, dubbed ViCHA, that efficiently exploits the input data to boost the learning by: (a) a new hierarchical cross-modal alignment loss, (b) new self-supervised scheme based on masked image modeling, (c) leveraging image-level annotations, called Visual Concepts, obtained with existing foundation models such as CLIP to boost the performance of the image encoder. Although pretrained on four times less data, our ViCHA strategy outperforms other approaches on several downstream tasks such as Image-Text Retrieval, VQA, Visual Reasoning, Visual Entailment and Visual Grounding. The code will be made publicly available here: https://github.com/mshukor/ViCHA 	
Lunar Samples are Time Capsules of the Sun	http://arxiv.org/abs/2208.13307v2	2022-09-07T21:35:29Z	2022-08-28T23:00:31Z	  The Heliophysics Decadal survey should embrace the coming opportunity of sustained lunar surface exploration and facilitate cross-disciplinary efforts to unlock the secrets of the Sun that are held by the lunar surface. With planned Artemis efforts that include prioritization of samples of high interest and protocols for sample handling and analysis, input into the relevant solar signatures that would be most diagnostic and how best to obtain/retain them is incredibly important. Finally, leveraging the theoretical expertise of the two communities in ways that bring them together, such as through dedicated conferences and workshops, will let the two communities help each other learn more than they could alone. 	
"Revisiting the definition of rapid intensification of tropical cyclones
  by clustering the initial intensity and inner-core size"	http://arxiv.org/abs/2208.13140v1	2022-08-28T04:40:01Z	2022-08-28T04:40:01Z	  Rapid intensification (RI) of tropical cyclones (TCs) provides a great challenge in operational forecasting and contributes significantly to the development of major TCs. RI is commonly defined as an increase in the maximum sustained surface wind speed beyond a certain threshold within 24 h. The most widely used threshold is 30 kt (15.4 m/s), which was determined statistically. Here we propose a new definition for RI by objectively clustering TCs using the intensification rate, initial intensity, and radius of the maximum wind speed. A group of 770 samples is separated at a threshold of 45 kt (23.2 m/s). The threshold is 40 kt (20.6 m/s) for the western North Atlantic, where TC size measurements are more reliable. Monte Carlo experiments demonstrate that the proposed threshold is robust even considering the uncertainty in RMW of as high as 30 km. We show that, when a TC undergoes RI, its maximum wind speed is approximately 60+/-15 kt (30.9+/-7.7 m/s) and the radius of the maximum wind speed is 45+/-20 km. The new threshold outperforms the conventional threshold of 30 kt/24h in (1) describing the bimodal distribution of lifetime maximum intensity, and (2) explaining the annual count of Category 5 TCs. This new definition provides a more physically-based threshold and describes a more reliable representation to the extreme events. Although more comparisons are needed for operational application, it is likely to be desirable for process-based case studies, and could provide a more valuable metric for TC intensification classification and research. 	
"Assessment of Biomechanical Properties for Corneal Post Refractive
  Surgery"	http://arxiv.org/abs/2208.12958v1	2022-08-27T08:01:59Z	2022-08-27T08:01:59Z	  A stable shape for corneas experiencing refractive surgery has to be sustained so as to elude post-refractive surgery de-compensation. This de-compensation leads to visual complications and unsatisfactory procedure recovery. Variation in corneal lamellae and collagen fibres is induced by recent LASER refractive surgical procedures utilizing LASER ablation and disruption techniques. Conserving a steady response of central apex flattening and peripheral steepening in an elastic cornea pre- and post- procedure is the ultimate purpose of successful refractive surgery. Early diagnosis of ectatic corneal disorders and better understanding of corneal pathogenesis is achieved by assessment of corneal biomechanical properties. The ultimate objective of this research is to estimate the biomechanical properties for both normal and pathogenic corneal tissue pre- and post-operative refractive surgery. This achieved using ultrasonic acoustic radiation force impulse as a non-invasive method accounting for its high localization. Induced displacement tracking methods will be utilized for assessment of soft tissue biomechanical properties related to the investigated soft tissue. Ultrasound probe simulations will be carried out to optimize the probe design. FEM simulations will take place to precisely estimate in-situ corneal tissue biomechanics. In this research, corneal biomechanical properties are studied and estimated using acoustic radiation force impulse. This is achieved either by estimating the focal peak axial deformation value or by estimating the shear wave speed for the resulting propagating deformation wave. 	
"Conditional investment strategy in evolutionary trust games with
  repeated group interactions"	http://arxiv.org/abs/2208.12953v1	2022-08-27T07:46:10Z	2022-08-27T07:46:10Z	  It has a long tradition to study trust behavior among humans or artificial agents by investigating the trust game. Although previous studies based on evolutionary game theory have revealed that trust and trustworthiness can be promoted if network structure or reputation is considered, they often assume that interactions among agents are one-shot and investors do not consider the investment environment before making decisions, which collide with many realistic situations. In this paper, we introduce the conditional investment strategy into the repeated N-player trust game, in which conditional investors decide to invest or not depending on their assessment of the trustworthiness level of the group. By using the approach of the Markov decision process, we study the evolutionary dynamics of trust in repeated group interactions with the conditional investment strategy. We find that conditional investors can form an effective alliance with trustworthy trustees, hence they can sweep out untrustworthy trustees. Moreover, we verify that such alliance can exist in a wide range of model parameters. These results may explain why trusting in others and reciprocating them with trustworthy actions can be sustained in game interactions among intelligent agents. 	
Mel Spectrogram Inversion with Stable Pitch	http://arxiv.org/abs/2208.12782v1	2022-08-26T17:01:57Z	2022-08-26T17:01:57Z	  Vocoders are models capable of transforming a low-dimensional spectral representation of an audio signal, typically the mel spectrogram, to a waveform. Modern speech generation pipelines use a vocoder as their final component. Recent vocoder models developed for speech achieve a high degree of realism, such that it is natural to wonder how they would perform on music signals. Compared to speech, the heterogeneity and structure of the musical sound texture offers new challenges. In this work we focus on one specific artifact that some vocoder models designed for speech tend to exhibit when applied to music: the perceived instability of pitch when synthesizing sustained notes. We argue that the characteristic sound of this artifact is due to the lack of horizontal phase coherence, which is often the result of using a time-domain target space with a model that is invariant to time-shifts, such as a convolutional neural network. We propose a new vocoder model that is specifically designed for music. Key to improving the pitch stability is the choice of a shift-invariant target space that consists of the magnitude spectrum and the phase gradient. We discuss the reasons that inspired us to re-formulate the vocoder task, outline a working example, and evaluate it on musical signals. Our method results in 60% and 10% improved reconstruction of sustained notes and chords with respect to existing models, using a novel harmonic error metric. 	
"Half-integer vs. integer effects in quantum synchronization of spin
  systems"	http://arxiv.org/abs/2208.12766v2	2022-12-22T13:34:09Z	2022-08-26T16:23:38Z	  We study the quantum synchronization of a single spin driven by an external semiclassical signal for spin numbers larger than $S = 1$, the smallest system to host a quantum self-sustained oscillator. The occurrence of interference-based quantum synchronization blockade is found to be qualitatively different for integer vs. half-integer spin number $S$. We explain this phenomenon as the interplay between the external signal and the structure of the limit cycle in the generation of coherence in the system. Moreover, we show that the same dissipative limit-cycle stabilization mechanism leads to very different levels of quantum synchronization for integer vs. half-integer $S$. However, by choosing an appropriate limit cycle for each spin number, comparable levels of quantum synchronization can be achieved for both integer and half-integer spin systems. 	
Machine Learning Decoder for 5G NR PUCCH Format 0	http://arxiv.org/abs/2209.07861v1	2022-08-26T13:34:23Z	2022-08-26T13:34:23Z	  5G cellular systems depend on the timely exchange of feedback control information between the user equipment and the base station. Proper decoding of this control information is necessary to set up and sustain high throughput radio links. This paper makes the first attempt at using Machine Learning techniques to improve the decoding performance of the Physical Uplink Control Channel Format 0. We use fully connected neural networks to classify the received samples based on the uplink control information content embedded within them. The trained neural network, tested on real-time wireless captures, shows significant improvement in accuracy over conventional DFT-based decoders, even at low SNR. The obtained accuracy results also demonstrate conformance with 3GPP requirements. 	
"Toward Robust Graph Semi-Supervised Learning against Extreme Data
  Scarcity"	http://arxiv.org/abs/2208.12422v2	2022-12-11T07:29:56Z	2022-08-26T03:36:01Z	  The success of graph neural networks on graph-based web mining highly relies on abundant human-annotated data, which is laborious to obtain in practice. When only few labeled nodes are available, how to improve their robustness is a key to achieve replicable and sustainable graph semi-supervised learning. Though self-training has been shown to be powerful for semi-supervised learning, its application on graph-structured data may fail because (1) larger receptive fields are not leveraged to capture long-range node interactions, which exacerbates the difficulty of propagating feature-label patterns from labeled nodes to unlabeled nodes; and (2) limited labeled data makes it challenging to learn well-separated decision boundaries for different node classes without explicitly capturing the underlying semantic structure. To address the challenges of capturing informative structural and semantic knowledge, we propose a new graph data augmentation framework, AGST (Augmented Graph Self-Training), which is built with two new (i.e., structural and semantic) augmentation modules on top of a decoupled GST backbone. In this work, we investigate whether this novel framework can learn a robust graph predictive model under the low-data context. We conduct comprehensive evaluations on semi-supervised node classification under different scenarios of limited labeled-node data. The experimental results demonstrate the unique contributions of the novel data augmentation framework for node classification with few labeled data. 	
Sustaining Fairness via Incremental Learning	http://arxiv.org/abs/2208.12212v2	2023-01-23T16:50:51Z	2022-08-25T17:02:37Z	  Machine learning systems are often deployed for making critical decisions like credit lending, hiring, etc. While making decisions, such systems often encode the user's demographic information (like gender, age) in their intermediate representations. This can lead to decisions that are biased towards specific demographics. Prior work has focused on debiasing intermediate representations to ensure fair decisions. However, these approaches fail to remain fair with changes in the task or demographic distribution. To ensure fairness in the wild, it is important for a system to adapt to such changes as it accesses new data in an incremental fashion. In this work, we propose to address this issue by introducing the problem of learning fair representations in an incremental learning setting. To this end, we present Fairness-aware Incremental Representation Learning (FaIRL), a representation learning system that can sustain fairness while incrementally learning new tasks. FaIRL is able to achieve fairness and learn new tasks by controlling the rate-distortion function of the learned representations. Our empirical evaluations show that FaIRL is able to make fair decisions while achieving high performance on the target task, outperforming several baselines. 	
"The Sustainable Response Strategy to COVID-19: Pandemic Urban Zoning
  Based on Multimodal Transport Data"	http://arxiv.org/abs/2208.12119v1	2022-08-25T14:28:28Z	2022-08-25T14:28:28Z	  Since the outbreak of COVID-19, it has rapidly evolved into a sudden and major public health emergency globally. With the variants of COVID-19, the difficulty of pandemic control continues to increase, which has brought significant costs to the society. The existing pandemic control zoning method ignores the impact on residents'lives. In this study, we propose a refined and low-cost pandemic control method by scientifically delineating zoning areas. First, a spatial interaction network is built up based on the multimodal transport travel data in Nanjing, China, and an improved Leiden community detection method based on the gravity model is used to obtain a preliminary zoning scheme. Then, we use spatial constraints to correct the results with the discrete spatial distribution. Finally, reasonable zones for pandemic control are obtained. The modularity of the algorithm results is 0.4185, proving that the proposed method is suitable for pandemic control zoning. The proposed method is also demonstrated to be able to minimize traffic flows between pandemic control areas and only 24.8% of travel connections are cut off, thus reducing the impact of pandemic control on residents'daily life and reducing the cost of pandemic control. The findings can help to inform sustainable strategies and suggestions for the pandemic control. 	
"WISE/NEOWISE Multi-Epoch Imaging of the Potentially Geminid-related
  Asteroids: (3200) Phaethon, 2005 UD and 1999 YC"	http://arxiv.org/abs/2208.12089v1	2022-08-25T13:43:30Z	2022-08-25T13:43:30Z	  We present space-based thermal infrared observations of the presumably Geminid-associated asteroids: (3200)Phaethon, 2005 UD and 1999 YC using WISE/NEOWISE. The images were taken at the four wavelength bands 3.4$\mu$m(W1),4.6$\mu$m(W2),12$\mu$m(W3),and 22$\mu$m(W4). We find no evidence of lasting mass-loss in the asteroids over the decadal multi-epoch datasets. We set an upper limit to the mass-loss rate in dust of Q<2kg s$^{-1}$ for Phaethon and <0.1kg s$^{-1}$ for both 2005 UD and 1999 YC, respectively, with little dependency over the observed heliocentric distances of R=1.0$-$2.3au. For Phaethon, even if the maximum mass-loss was sustained over the 1000(s)yr dynamical age of the Geminid stream, it is more than two orders of magnitude too small to supply the reported stream mass (1e13$-$14kg). The Phaethon-associated dust trail (Geminid stream) is not detected at R=2.3au, corresponding an upper limit on the optical depth of $\tau$<7e-9. Additionally, no co-moving asteroids with radii r<650m were found. The DESTINY+ dust analyzer would be capable of detecting several of the 10$\mu$m-sized interplanetary dust particles when at far distances(>50,000km) from Phaethon. From 2005 UD, if the mass-loss rate lasted over the 10,000yr dynamical age of the Daytime Sextantid meteoroid stream, the mass of the stream would be ~1e10kg. The 1999 YC images showed neither the related dust trail ($\tau$<2e-8) nor co-moving objects with radii r<170m at R=1.6au. Estimated physical parameters from these limits do not explain the production mechanism of the Geminid meteoroid stream. Lastly, to explore the origin of the Geminids, we discuss the implications for our data in relation to the possibly sodium (Na)-driven perihelion activity of Phaethon. 	
"Towards Sustainable Internet of Underwater Things: UAV-aided Energy
  Efficient Wake-up Solutions"	http://arxiv.org/abs/2208.12065v1	2022-08-25T12:54:57Z	2022-08-25T12:54:57Z	  With the advancements in underwater wireless communications, internet of underwater things (IoUT) realization is inevitable to enable many practical applications, such as exploring ocean resources, ocean monitoring, underwater navigation, and surveillance. The IoUT network comprises battery-operated sensor nodes, and replacing or charging such batteries is challenging due to the harsh ocean environment. Hence, an energy-efficient IoUT network development becomes vital to improve the network lifetime. Therefore, this paper proposes unmanned aerial vehicle (UAV)-aided energy-efficient wake-up designs to activate the underwater IoT nodes on-demand and reduce their energy consumption. Specifically, the UAV communicates with water surface nodes, i.e., buoys, to send wake-up signals to activate the IoUT sensor nodes from sleep mode. We present three different technologies to enable underwater wake-up: acoustic, optical, and magnetic induction-based solutions. Moreover, we verify the significance of each technology through simulations using the performance metrics of received power and lifetime. Also, the results of the proposed on-demand wake-up approach are compared to conventional duty cycling, showing the superior performance of the proposed schemes. Finally, we present some exciting research challenges and future directions. 	
Null and time-like geodesics in Kerr-Newman black hole exterior	http://arxiv.org/abs/2208.11906v1	2022-08-25T07:41:06Z	2022-08-25T07:41:06Z	  We study the null and time-like geodesics of the light and the neutral particles respectively in the exterior of Kerr-Newman black holes. The geodesic equations are known to be written as a set of first-order differential equations in Mino time from which the angular and radial potentials can be defined. We classify the roots for both potentials, and mainly focus on those of the radial potential with an emphasis on the effect from the charge of the black holes. We then obtain the solutions of the trajectories in terms of the elliptical integrals and the Jacobian elliptic functions for both null and time-like geodesics, which are manifestly real functions of the Mino time that the initial conditions can be explicitly specified. We also describe the details of how to reduce those solutions into the cases of the spherical orbits. The effect of the black hole's charge decreases the radii of the spherical motion of the light and the particle for both direct and retrograde motions. In particular, we focus on the light/particle boomerang of the spherical orbits due to the frame dragging from the back hole's spin with the effect from the charge of the black hole. To sustain the change of the azimuthal angle of the light rays, say for example $\Delta \phi=\pi$ during the whole trip, the presence of the black hole's charge decreases the radius of the orbit and consequently reduces the needed values of the black hole's spin. As for the particle boomerang, the particle's inertia renders smaller change of the angle $\Delta \phi$ as compared with the light boomerang. Moreover, the black hole's charge also results in the smaller angle change $\Delta \phi$ of the particle than that in the Kerr case. The implications of the obtained results to observations are discussed. 	
Heliosphere Meets Interstellar Medium, in a Galactic Context	http://arxiv.org/abs/2208.11804v1	2022-08-25T00:15:09Z	2022-08-25T00:15:09Z	  The physical conditions within our heliosphere are driven by the Sun's motion through an evolving interstellar environment that remains largely unexplored. The next generation of outer heliosphere and interstellar explorers will answer fundamental questions about the heliosphere's relationship with the very local interstellar medium (VLISM) by diving deeper into the Sun's interstellar surroundings. The impact of these future missions will be vastly enhanced by concurrent, interdisciplinary studies that examine the direct connections between conditions within the heliosphere, the heliosphere's immediate interstellar environment, and the larger-scale Galactic ISM. Comparisons of the heliosphere and VLISM to their analogs across the Galaxy will constrain the global processes shaping both stellar astrospheres and their sustained impact on the ISM. 	
"Room-temperature coherent optical manipulation of single-hole spins in
  solution-grown perovskite quantum dots"	http://arxiv.org/abs/2208.11614v1	2022-08-24T15:32:24Z	2022-08-24T15:32:24Z	  Manipulation of solid-state spin coherence is an important paradigm for quantum information processing. Current systems either operate at very low temperatures or are difficult to scale-up. Developing low-cost, scalable materials whose spins can be coherently manipulated at room temperature is thus highly-attractive for a sustainable future of quantum information science. Here we report ambient-condition all-optical initialization, manipulation and readout of single-hole spins in an ensemble of solution-grown CsPbBr3 perovskite QDs. Single-hole spins are obtained by sub-picosecond electron scavenging following a circularly-polarized femtosecond-pulse excitation. A transversal magnetic field induces spin precession, and a second off-resonance femtosecond-pulse coherently rotates hole spins via strong light-matter interaction. These operations accomplish nearly complete quantum-state control of single-hole spins at room temperature. 	
"Panacea or Placebo? Exploring Causal Effects of Nonlocal Vehicle Driving
  Restriction Policies on Traffic Congestion Using Difference-in-differences
  Approach"	http://arxiv.org/abs/2208.11577v2	2023-01-15T10:06:15Z	2022-08-24T14:32:02Z	  Car dependence has been threatening transportation sustainability as it contributes to congestion and associated externalities. In response, various transport policies that restrict the use of private vehicle have been implemented. However, empirical evaluations of such policies have been limited. To assess these policies' benefits and costs, it is imperative to accurately evaluate how such policies affect traffic conditions. In this study, we compile a refined spatio-temporal resolution data set of the floating-vehicle-based traffic performance index to examine the effects of a recent nonlocal vehicle driving restriction policy in Shanghai, one of most populous cities in the world. Specifically, we explore whether and how the policy impacted traffic speeds in the short term by employing a quasi-experimental difference-in-differences modeling approach. We find that: (1) In the first month, the policy led to an increase of the network-level traffic speed by 1.47% (0.352 km/h) during evening peak hours (17:00-19:00) but had no significant effects during morning peak hours (7:00-9:00). (2) The policy also helped improve the network-level traffic speed in some unrestricted hours (6:00, 12:00, 14:00, and 20:00) although the impact was marginal. (3) The short-term effects of the policy exhibited heterogeneity across traffic analysis zones. The lower the metro station density, the greater the effects were. We conclude that driving restrictions for non-local vehicles alone may not significantly reduce congestion, and their effects can differ both temporally and spatially. However, they can have potential side effects such as increased purchase and usage of new energy vehicles, owners of which can obtain a local license plate of Shanghai for free. 	
"LEFM is agnostic to geometrical nonlinearities arising at atomistic
  crack tips"	http://arxiv.org/abs/2208.11462v1	2022-08-24T12:06:42Z	2022-08-24T12:06:42Z	  Various fields such as mechanical engineering, materials science, etc., have seen a widespread use of linear elastic fracture mechanics (LEFM) at the continuum scale. LEFM is also routinely applied to the atomic scale. However, its applicability at this scale remains less well studied, with most studies focusing on non-linear elastic effects. Using a harmonic (snapping spring) nearest-neighbor potential which provides the closest match to LEFM on a discrete lattice, we show that the discrete nature of an atomic lattice leads to deviations from the LEFM displacement field during energy minimization. We propose that these deviations can be ascribed to geometrical nonlinearities since the material does not have a nonlinear elastic response prior to bond breaking. We demonstrate that crack advance and the critical stress intensity factor in an incremental loading scenario is governed by the collectively loaded region, and can not be determined analytically from the properties (max. elongation, max. sustained force, etc.) of the stressed crack tip bond alone. 	
"Development of a Scanning Tunneling Microscope for Variable Temperature
  Electron Spin Resonance"	http://arxiv.org/abs/2208.11234v1	2022-08-23T23:42:54Z	2022-08-23T23:42:54Z	  Recent advances in increasing the spectroscopic energy resolution in scanning tunneling microscopy (STM) have been achieved by integrating electron spin resonance (ESR) with STM. Here, we demonstrate the design and performance of a home-built STM capable of ESR at temperatures ranging from 1 K to 10 K. The STM is incorporated with a home-built Joule-Thomson refrigerator and a 2-axis vector magnet. Our STM design allows for the deposition of atoms and molecules directly into the cold STM, eliminating the need to extract the sample for deposition. In addition, we adopt two methods to apply radio-frequency (RF) voltages to the tunnel junction, the early design of wiring to the STM tip directly, and a more recent idea to use an RF antenna. Direct comparisons of ESR results measured using the two methods and simulations of electric field distribution around the tunnel junction show that, despite their different designs and capacitive couplings to the tunnel junction, there is no discernible difference in the driving and detection of ESR. Furthermore, at a magnetic field of 1.6 T, we observe ESR signals (near 40 GHz) sustained up to 10 K, which is the highest temperature for ESR-STM measurement reported to date, to the best of our knowledge. Although the ESR intensity exponentially decreases with increasing temperature, our ESR-STM system with low noise at the tunnel junction allows us to measure weak ESR signals with intensities in the sub-fA range. Our new design of ESR-STM, which is operational in a large frequency and temperature range, can broaden the use of ESR spectroscopy in STM and enable the simple modification of existing STM systems, which will hopefully accelerate a generalized use of ESR-STM. 	
Limits of Entrainment of Circadian Neuronal Networks	http://arxiv.org/abs/2208.11119v1	2022-08-23T17:57:21Z	2022-08-23T17:57:21Z	  Circadian rhythmicity lies at the center of various important physiological and behavioral processes in mammals, such as sleep, metabolism, homeostasis, mood changes and more. It has been shown that this rhythm arises from self-sustained biomolecular oscillations of a neuronal network located in the Suprachiasmatic Nucleus (SCN). Under normal circumstances, this network remains synchronized to the day-night cycle due to signaling from the retina. Misalignment of these neuronal oscillations with the external light signal can disrupt numerous physiological functions and take a long-lasting toll on health and well-being. In this work, we study a modern computational neuroscience model to determine the limits of circadian synchronization to external light signals of different frequency and duty cycle. We employ a matrix-free approach to locate periodic steady states of the high-dimensional model for various driving conditions. Our algorithmic pipeline enables numerical continuation and construction of bifurcation diagrams w.r.t. forcing parameters. We computationally explore the effect of heterogeneity in the circadian neuronal network, as well as the effect of corrective therapeutic interventions, such as that of the drug molecule Longdaysin. Lastly, we employ unsupervised learning to construct a data-driven embedding space for representing neuronal heterogeneity. 	
"AI and 6G into the Metaverse: Fundamentals, Challenges and Future
  Research Trends"	http://arxiv.org/abs/2208.10921v2	2022-09-24T15:38:57Z	2022-08-23T12:48:53Z	  Since Facebook was renamed Meta, a lot of attention, debate, and exploration have intensified about what the Metaverse is, how it works, and the possible ways to exploit it. It is anticipated that Metaverse will be a continuum of rapidly emerging technologies, usecases, capabilities, and experiences that will make it up for the next evolution of the Internet. Several researchers have already surveyed the literature on artificial intelligence (AI) and wireless communications in realizing the Metaverse. However, due to the rapid emergence and continuous evolution of technologies, there is a need for a comprehensive and in-depth survey of the role of AI, 6G, and the nexus of both in realizing the immersive experiences of Metaverse. Therefore, in this survey, we first introduce the background and ongoing progress in augmented reality (AR), virtual reality (VR), mixed reality (MR) and spatial computing, followed by the technical aspects of AI and 6G. Then, we survey the role of AI in the Metaverse by reviewing the state-of-the-art in deep learning, computer vision, and Edge AI to extract the requirements of 6G in Metaverse. Next, we investigate the promising services of B5G/6G towards Metaverse, followed by identifying the role of AI in 6G networks and 6G networks for AI in support of Metaverse applications, and the need for sustainability in Metaverse. Finally, we enlist the existing and potential applications, usecases, and projects to highlight the importance of progress in the Metaverse. Moreover, in order to provide potential research directions to researchers, we underline the challenges, research gaps, and lessons learned identified from the literature review of the aforementioned technologies. 	
"A Platform-Free Proof of Federated Learning Consensus Mechanism for
  Sustainable Blockchains"	http://arxiv.org/abs/2208.12046v3	2022-10-29T07:00:15Z	2022-08-23T10:08:03Z	  Proof of work (PoW), as the representative consensus protocol for blockchain, consumes enormous amounts of computation and energy to determine bookkeeping rights among miners but does not achieve any practical purposes. To address the drawback of PoW, we propose a novel energy-recycling consensus mechanism named platform-free proof of federated learning (PF-PoFL), which leverages the computing power originally wasted in solving hard but meaningless PoW puzzles to conduct practical federated learning (FL) tasks. Nevertheless, potential security threats and efficiency concerns may occur due to the untrusted environment and miners' self-interested features. In this paper, by devising a novel block structure, new transaction types, and credit-based incentives, PF-PoFL allows efficient artificial intelligence (AI) task outsourcing, federated mining, model evaluation, and reward distribution in a fully decentralized manner, while resisting spoofing and Sybil attacks. Besides, PF-PoFL equips with a user-level differential privacy mechanism for miners to prevent implicit privacy leakage in training FL models. Furthermore, by considering dynamic miner characteristics (e.g., training samples, non-IID degree, and network delay) under diverse FL tasks, a federation formation game-based mechanism is presented to distributively form the optimized disjoint miner partition structure with Nash-stable convergence. Extensive simulations validate the efficiency and effectiveness of PF-PoFL. 	
"A Survey and Framework of Cooperative Perception: From Heterogeneous
  Singleton to Hierarchical Cooperation"	http://arxiv.org/abs/2208.10590v1	2022-08-22T20:47:35Z	2022-08-22T20:47:35Z	  Perceiving the environment is one of the most fundamental keys to enabling Cooperative Driving Automation (CDA), which is regarded as the revolutionary solution to addressing the safety, mobility, and sustainability issues of contemporary transportation systems. Although an unprecedented evolution is now happening in the area of computer vision for object perception, state-of-the-art perception methods are still struggling with sophisticated real-world traffic environments due to the inevitably physical occlusion and limited receptive field of single-vehicle systems. Based on multiple spatially separated perception nodes, Cooperative Perception (CP) is born to unlock the bottleneck of perception for driving automation. In this paper, we comprehensively review and analyze the research progress on CP and, to the best of our knowledge, this is the first time to propose a unified CP framework. Architectures and taxonomy of CP systems based on different types of sensors are reviewed to show a high-level description of the workflow and different structures for CP systems. Node structure, sensor modality, and fusion schemes are reviewed and analyzed with comprehensive literature to provide detailed explanations of specific methods. A Hierarchical CP framework is proposed, followed by a review of existing Datasets and Simulators to sketch an overall landscape of CP. Discussion highlights the current opportunities, open challenges, and anticipated future trends. 	
"Transonic buffet characteristics under conditions of free and forced
  transition"	http://arxiv.org/abs/2208.10452v1	2022-08-22T17:11:48Z	2022-08-22T17:11:48Z	  Transonic buffet is commonly associated with self-sustained flow unsteadiness involving shock-wave/boundary-layer interaction over aerofoils and wings. The phenomenon has been classified as either laminar or turbulent based on the state of the boundary layer immediately upstream of the shock foot and distinct mechanisms for the two types have been suggested. The turbulent case is known to be associated with a global linear instability. Herein, large-eddy simulations are used for the first time to make direct comparisons of the two types by examining free- and forced-transition conditions. Corresponding simulations based on the Reynolds-averaged Navier--Stokes equations for the forced-transition case are also performed for comparison with the scale-resolving approach and for linking the findings with existing literature. Coherent flow features are scrutinised using both data-based spectral proper orthogonal decomposition of the time-marched results and operator-based global linear stability and resolvent analyses within the Reynolds-averaged Navier--Stokes framework. It is demonstrated that the essential dynamic features remain the same for the two buffet types (and for the two levels of the aerodynamic modelling hierarchy), suggesting that both types arise due to the same fundamental mechanism. 	
A Survey of Distributed Ledger Technology for IoT Verticals	http://arxiv.org/abs/2208.10120v1	2022-08-22T07:49:30Z	2022-08-22T07:49:30Z	  The Internet of Things (IoT) and Distributed ledger technology (DLT) have significantly changed our daily lives. Due to their distributed operational environment and naturally decentralized applications, the convergence of these two technologies indicates a more lavish arrangement for the future. This article develops a comprehensive survey to investigate and illustrate state-of-the-art DLT for various IoT use cases, from smart homes to autonomous vehicles and smart cities. We develop a novel framework for conducting a systematic and comprehensive review of DLT over IoT by extending the knowledge graph approach. With relevant insights from this review, we extract innovative and pragmatic techniques to DLT design that enable high-performance, sustainable, and highly scalable IoT systems. Our findings support designing an end-to-end IoT-native DLT architecture for the future that fully coordinates network-assisted functionalities. 	
